Province,Year,x,z,_ID
广东省,2007,1,Eastern,160
陕西省,2007,1,Western,109
山东省,2007,1,Eastern,77
山西省,2007,1,Central,141
广东省,2007,1,Eastern,26
黑龙江省,2007,1,Central,214
广西壮族自治区,2007,1,Eastern,144
海南省,2007,1,Eastern,176
甘肃省,2007,1,Western,203
福建省,2007,1,Eastern,191
浙江省,2007,1,Eastern,263
江苏省,2007,1,Eastern,221
内蒙古自治区,2007,1,Central,19
内蒙古自治区,2007,1,Central,18
云南省,2007,1,Western,14
宁夏回族自治区,2007,1,Western,209
广东省,2007,1,Eastern,181
甘肃省,2007,1,Western,107
北京市,2007,1,Eastern,38
广东省,2007,1,Eastern,222
广东省,2007,1,Eastern,8
安徽省,2007,1,Central,24
甘肃省,2008,1,Western,107
广东省,2008,1,Eastern,26
北京市,2008,1,Eastern,38
福建省,2008,1,Eastern,191
海南省,2008,1,Eastern,2
江苏省,2008,1,Eastern,130
广东省,2008,1,Eastern,193
河北省,2008,1,Eastern,165
广东省,2008,1,Eastern,222
内蒙古自治区,2008,1,Central,19
广西壮族自治区,2008,1,Eastern,144
内蒙古自治区,2008,1,Central,18
广东省,2008,1,Eastern,8
黑龙江省,2008,1,Central,296
黑龙江省,2008,1,Central,214
陕西省,2008,1,Western,184
陕西省,2008,1,Western,109
内蒙古自治区,2008,1,Central,259
安徽省,2008,1,Central,24
湖南省,2008,1,Central,274
海南省,2008,1,Eastern,176
广东省,2008,1,Eastern,181
宁夏回族自治区,2008,1,Western,209
浙江省,2008,1,Eastern,263
贵州省,2008,1,Western,85
江苏省,2008,1,Eastern,221
广东省,2008,1,Eastern,160
山东省,2008,1,Eastern,77
湖南省,2008,1,Central,101
内蒙古自治区,2009,1,Central,259
内蒙古自治区,2009,1,Central,19
内蒙古自治区,2009,1,Central,18
广东省,2009,1,Eastern,160
海南省,2009,1,Eastern,2
山西省,2009,1,Central,280
江苏省,2009,1,Eastern,130
广西壮族自治区,2009,1,Eastern,144
广东省,2009,1,Eastern,26
江西省,2009,1,Central,52
甘肃省,2009,1,Western,107
甘肃省,2009,1,Western,86
广东省,2009,1,Eastern,222
宁夏回族自治区,2009,1,Western,209
海南省,2009,1,Eastern,176
黑龙江省,2009,1,Central,296
福建省,2009,1,Eastern,191
贵州省,2009,1,Western,85
广东省,2009,1,Eastern,181
内蒙古自治区,2009,1,Central,59
湖南省,2009,1,Central,274
河北省,2009,1,Eastern,165
陕西省,2009,1,Western,184
广东省,2009,1,Eastern,8
福建省,2009,1,Eastern,80
黑龙江省,2009,1,Central,214
江苏省,2009,1,Eastern,221
山东省,2009,1,Eastern,77
宁夏回族自治区,2009,1,Western,56
浙江省,2010,1,Eastern,263
北京市,2010,1,Eastern,38
广东省,2010,1,Eastern,222
新疆维吾尔自治区,2010,1,Western,32
海南省,2010,1,Eastern,176
海南省,2010,1,Eastern,2
贵州省,2010,1,Western,85
广东省,2010,1,Eastern,8
河北省,2010,1,Eastern,165
内蒙古自治区,2010,1,Central,59
广西壮族自治区,2010,1,Eastern,144
甘肃省,2010,1,Western,107
宁夏回族自治区,2010,1,Western,10
广东省,2010,1,Eastern,106
广东省,2010,1,Eastern,193
福建省,2010,1,Eastern,80
甘肃省,2010,1,Western,86
广东省,2010,1,Eastern,181
广东省,2010,1,Eastern,26
黑龙江省,2010,1,Central,214
湖南省,2010,1,Central,274
广东省,2010,1,Eastern,160
黑龙江省,2010,1,Central,296
江苏省,2010,1,Eastern,221
陕西省,2010,1,Western,184
福建省,2010,1,Eastern,191
陕西省,2010,1,Western,154
江苏省,2010,1,Eastern,100
吉林省,2010,1,Central,146
江苏省,2010,1,Eastern,130
内蒙古自治区,2010,1,Central,259
内蒙古自治区,2010,1,Central,18
贵州省,2011,1,Western,34
甘肃省,2011,1,Western,86
湖南省,2011,1,Central,78
黑龙江省,2011,1,Central,214
山西省,2011,1,Central,55
宁夏回族自治区,2011,1,Western,209
海南省,2011,1,Eastern,2
甘肃省,2011,1,Western,203
福建省,2011,1,Eastern,80
甘肃省,2011,1,Western,68
广西壮族自治区,2011,1,Eastern,144
陕西省,2011,1,Western,154
宁夏回族自治区,2011,1,Western,70
广东省,2011,1,Eastern,8
江苏省,2011,1,Eastern,221
广东省,2011,1,Eastern,26
广东省,2011,1,Eastern,160
四川省,2011,1,Western,98
宁夏回族自治区,2011,1,Western,10
江苏省,2011,1,Eastern,130
北京市,2011,1,Eastern,38
山西省,2011,1,Central,141
新疆维吾尔自治区,2011,1,Western,32
广西壮族自治区,2011,1,Eastern,96
陕西省,2011,1,Western,184
四川省,2011,1,Western,242
广东省,2011,1,Eastern,222
湖南省,2011,1,Central,274
内蒙古自治区,2011,1,Central,259
四川省,2011,1,Western,36
广东省,2011,1,Eastern,181
福建省,2011,1,Eastern,191
广东省,2011,1,Eastern,193
甘肃省,2011,1,Western,107
山西省,2011,1,Central,280
黑龙江省,2011,1,Central,72
吉林省,2011,1,Central,146
内蒙古自治区,2011,1,Central,19
黑龙江省,2012,1,Central,72
四川省,2012,1,Western,36
湖南省,2012,1,Central,274
宁夏回族自治区,2012,1,Western,209
湖南省,2012,1,Central,78
广东省,2012,1,Eastern,181
甘肃省,2012,1,Western,74
宁夏回族自治区,2012,1,Western,56
甘肃省,2012,1,Western,203
云南省,2012,1,Western,140
黑龙江省,2012,1,Central,214
北京市,2012,1,Eastern,38
江苏省,2012,1,Eastern,130
海南省,2012,1,Eastern,2
广东省,2012,1,Eastern,152
广西壮族自治区,2012,1,Eastern,144
湖南省,2012,1,Central,101
浙江省,2012,1,Eastern,213
山西省,2012,1,Central,141
贵州省,2012,1,Western,34
江苏省,2012,1,Eastern,100
云南省,2012,1,Western,29
福建省,2012,1,Eastern,48
四川省,2012,1,Western,98
湖南省,2012,1,Central,118
吉林省,2012,1,Central,146
陕西省,2012,1,Western,184
广东省,2012,1,Eastern,26
广东省,2012,1,Eastern,8
广西壮族自治区,2012,1,Eastern,166
陕西省,2012,1,Western,154
广西壮族自治区,2012,1,Eastern,96
广东省,2012,1,Eastern,193
甘肃省,2012,1,Western,113
四川省,2012,1,Western,242
广东省,2012,1,Eastern,222
内蒙古自治区,2012,1,Central,259
江苏省,2012,1,Eastern,206
湖南省,2012,1,Central,112
山西省,2012,1,Central,55
广西壮族自治区,2012,1,Eastern,239
广东省,2012,1,Eastern,160
江苏省,2012,1,Eastern,221
山西省,2012,1,Central,280
甘肃省,2012,1,Western,86
内蒙古自治区,2012,1,Central,19
甘肃省,2012,1,Western,68
内蒙古自治区,2012,1,Central,59
山西省,2013,1,Central,55
福建省,2013,1,Eastern,48
陕西省,2013,1,Western,184
福建省,2013,1,Eastern,3
北京市,2013,1,Eastern,38
甘肃省,2013,1,Western,68
四川省,2013,1,Western,242
四川省,2013,1,Western,36
浙江省,2013,1,Eastern,50
甘肃省,2013,1,Western,86
云南省,2013,1,Western,140
内蒙古自治区,2013,1,Central,59
湖南省,2013,1,Central,101
江苏省,2013,1,Eastern,130
广西壮族自治区,2013,1,Eastern,166
广西壮族自治区,2013,1,Eastern,144
广东省,2013,1,Eastern,152
内蒙古自治区,2013,1,Central,259
陕西省,2013,1,Western,154
湖南省,2013,1,Central,118
广东省,2013,1,Eastern,160
黑龙江省,2013,1,Central,72
山东省,2013,1,Eastern,216
云南省,2013,1,Western,17
黑龙江省,2013,1,Central,214
福建省,2013,1,Eastern,191
贵州省,2013,1,Western,85
湖南省,2013,1,Central,274
广东省,2013,1,Eastern,181
内蒙古自治区,2013,1,Central,19
海南省,2013,1,Eastern,2
山西省,2013,1,Central,280
广东省,2013,1,Eastern,222
广东省,2013,1,Eastern,106
贵州省,2013,1,Western,34
贵州省,2014,1,Western,34
福建省,2014,1,Eastern,3
黑龙江省,2014,1,Central,291
山西省,2014,1,Central,280
福建省,2014,1,Eastern,48
黑龙江省,2014,1,Central,72
黑龙江省,2014,1,Central,197
广西壮族自治区,2014,1,Eastern,144
内蒙古自治区,2014,1,Central,58
福建省,2014,1,Eastern,191
辽宁省,2014,1,Eastern,276
云南省,2014,1,Western,140
湖南省,2014,1,Central,101
甘肃省,2014,1,Western,68
江苏省,2014,1,Eastern,130
湖南省,2014,1,Central,112
湖北省,2014,1,Central,88
广东省,2014,1,Eastern,160
内蒙古自治区,2014,1,Central,259
广西壮族自治区,2014,1,Eastern,166
广东省,2014,1,Eastern,106
甘肃省,2014,1,Western,86
陕西省,2014,1,Western,184
云南省,2014,1,Western,29
内蒙古自治区,2014,1,Central,19
四川省,2014,1,Western,36
广东省,2014,1,Eastern,181
黑龙江省,2014,1,Central,214
江苏省,2014,1,Eastern,100
甘肃省,2014,1,Western,203
海南省,2014,1,Eastern,2
四川省,2014,1,Western,98
北京市,2014,1,Eastern,38
四川省,2014,1,Western,242
辽宁省,2014,1,Eastern,73
陕西省,2014,1,Western,154
湖南省,2014,1,Central,274
海南省,2015,1,Eastern,2
北京市,2015,1,Eastern,38
广西壮族自治区,2015,1,Eastern,166
云南省,2015,1,Western,29
陕西省,2015,1,Western,154
黑龙江省,2015,1,Central,49
广东省,2015,1,Eastern,181
辽宁省,2015,1,Eastern,230
四川省,2015,1,Western,98
内蒙古自治区,2015,1,Central,19
辽宁省,2015,1,Eastern,246
广东省,2015,1,Eastern,106
福建省,2015,1,Eastern,3
宁夏回族自治区,2015,1,Western,10
江苏省,2015,1,Eastern,100
甘肃省,2015,1,Western,203
黑龙江省,2015,1,Central,197
黑龙江省,2015,1,Central,291
四川省,2015,1,Western,242
辽宁省,2015,1,Eastern,142
广东省,2015,1,Eastern,160
内蒙古自治区,2015,1,Central,59
甘肃省,2015,1,Western,68
四川省,2015,1,Western,87
陕西省,2015,1,Western,184
湖北省,2015,1,Central,282
内蒙古自治区,2015,1,Central,259
江苏省,2015,1,Eastern,221
黑龙江省,2015,1,Central,214
陕西省,2015,1,Western,83
福建省,2015,1,Eastern,191
江苏省,2015,1,Eastern,130
浙江省,2015,1,Eastern,234
黑龙江省,2015,1,Central,72
辽宁省,2015,1,Eastern,276
辽宁省,2015,1,Eastern,73
湖南省,2015,1,Central,274
湖南省,2015,1,Central,101
福建省,2015,1,Eastern,48
宁夏回族自治区,2015,1,Western,209
云南省,2015,1,Western,140
山西省,2015,1,Central,280
山西省,2015,1,Central,55
黑龙江省,2016,1,Central,197
甘肃省,2016,1,Western,68
陕西省,2016,1,Western,184
贵州省,2016,1,Western,34
江苏省,2016,1,Eastern,100
辽宁省,2016,1,Eastern,276
山西省,2016,1,Central,280
福建省,2016,1,Eastern,48
广东省,2016,1,Eastern,23
云南省,2016,1,Western,140
广东省,2016,1,Eastern,181
北京市,2016,1,Eastern,38
辽宁省,2016,1,Eastern,124
山西省,2016,1,Central,117
湖南省,2016,1,Central,274
吉林省,2016,1,Central,146
江苏省,2016,1,Eastern,130
山西省,2016,1,Central,55
甘肃省,2016,1,Western,86
海南省,2016,1,Eastern,2
广东省,2016,1,Eastern,106
辽宁省,2016,1,Eastern,230
湖南省,2016,1,Central,112
黑龙江省,2016,1,Central,214
陕西省,2016,1,Western,83
陕西省,2016,1,Western,154
辽宁省,2016,1,Eastern,266
内蒙古自治区,2016,1,Central,19
广西壮族自治区,2016,1,Eastern,239
宁夏回族自治区,2016,1,Western,209
内蒙古自治区,2016,1,Central,259
四川省,2016,1,Western,218
黑龙江省,2016,1,Central,72
广西壮族自治区,2016,1,Eastern,166
辽宁省,2016,1,Eastern,73
浙江省,2017,1,Eastern,234
河南省,2017,1,Central,57
广东省,2017,1,Eastern,23
湖南省,2017,1,Central,112
黑龙江省,2017,1,Central,197
辽宁省,2017,1,Eastern,164
四川省,2017,1,Western,36
宁夏回族自治区,2017,1,Western,10
湖南省,2017,1,Central,274
海南省,2017,1,Eastern,2
北京市,2017,1,Eastern,38
贵州省,2017,1,Western,34
陕西省,2017,1,Western,83
吉林省,2017,1,Central,69
广东省,2017,1,Eastern,181
广东省,2017,1,Eastern,106
辽宁省,2017,1,Eastern,276
辽宁省,2017,1,Eastern,73
广西壮族自治区,2017,1,Eastern,96
江苏省,2017,1,Eastern,272
辽宁省,2017,1,Eastern,266
广东省,2017,1,Eastern,160
湖北省,2017,1,Central,282
贵州省,2017,1,Western,253
宁夏回族自治区,2017,1,Western,209
甘肃省,2017,1,Western,86
广西壮族自治区,2017,1,Eastern,166
内蒙古自治区,2017,1,Central,259
内蒙古自治区,2017,1,Central,19
云南省,2017,1,Western,140
福建省,2017,1,Eastern,48
福建省,2017,1,Eastern,191
江苏省,2017,1,Eastern,130
辽宁省,2017,1,Eastern,142
广西壮族自治区,2017,1,Eastern,144
陕西省,2017,1,Western,154
山西省,2017,1,Central,280
四川省,2017,1,Western,218
河南省,2017,1,Central,128
江苏省,2017,1,Eastern,100
贵州省,2018,1,Western,34
湖南省,2018,1,Central,112
江苏省,2018,1,Eastern,130
黑龙江省,2018,1,Central,197
山西省,2018,1,Central,280
辽宁省,2018,1,Eastern,164
贵州省,2018,1,Western,85
辽宁省,2018,1,Eastern,142
广东省,2018,1,Eastern,106
甘肃省,2018,1,Western,86
内蒙古自治区,2018,1,Central,19
宁夏回族自治区,2018,1,Western,209
山东省,2018,1,Eastern,9
广东省,2018,1,Eastern,23
四川省,2018,1,Western,242
四川省,2018,1,Western,218
福建省,2018,1,Eastern,191
广西壮族自治区,2018,1,Eastern,96
陕西省,2018,1,Western,83
北京市,2018,1,Eastern,38
辽宁省,2018,1,Eastern,73
福建省,2018,1,Eastern,48
广东省,2018,1,Eastern,181
山西省,2018,1,Central,55
陕西省,2018,1,Western,154
辽宁省,2018,1,Eastern,285
云南省,2018,1,Western,140
内蒙古自治区,2018,1,Central,259
辽宁省,2018,1,Eastern,276
湖南省,2018,1,Central,158
海南省,2018,1,Eastern,2
山西省,2018,1,Central,141
江苏省,2018,1,Eastern,272
河北省,2018,1,Eastern,64
河南省,2018,1,Central,57
湖南省,2018,1,Central,274
辽宁省,2019,1,Eastern,164
江苏省,2019,1,Eastern,100
陕西省,2019,1,Western,83
上海市,2019,1,Eastern,6
贵州省,2019,1,Western,85
湖南省,2019,1,Central,274
内蒙古自治区,2019,1,Central,19
辽宁省,2019,1,Eastern,285
福建省,2019,1,Eastern,80
北京市,2019,1,Eastern,38
宁夏回族自治区,2019,1,Western,70
江苏省,2019,1,Eastern,114
江苏省,2019,1,Eastern,130
山西省,2019,1,Central,141
江苏省,2019,1,Eastern,272
湖南省,2019,1,Central,101
广东省,2019,1,Eastern,181
福建省,2019,1,Eastern,191
内蒙古自治区,2019,1,Central,259
广东省,2019,1,Eastern,106
河南省,2019,1,Central,57
广东省,2019,1,Eastern,126
河北省,2019,1,Eastern,64
广东省,2019,1,Eastern,193
黑龙江省,2019,1,Central,197
山西省,2019,1,Central,55
辽宁省,2019,1,Eastern,73
云南省,2019,1,Western,140
福建省,2019,1,Eastern,48
四川省,2019,1,Western,218
云南省,2019,1,Western,199
陕西省,2019,1,Western,154
甘肃省,2019,1,Western,68
青海省,2019,1,Western,236
宁夏回族自治区,2019,1,Western,209
湖北省,2019,1,Central,282
四川省,2019,1,Western,247
辽宁省,2019,1,Eastern,142
吉林省,2019,1,Central,69
山西省,2019,1,Central,248
甘肃省,2019,1,Western,86
